ticker,company,date,title,text,source,sentiment_score,sentiment_label,confidence
AMZN,Amazon.com Inc.,2024-10-30 06:13:14,These Are The Best Robinhood Stocks To Buy Or Watch Now,These Are The Best Robinhood Stocks To Buy Or Watch Now,DowJones,0.0,neutral,0.8952289819717407
AMZN,Amazon.com Inc.,2025-01-08 13:30:42,"Magnificent Seven Stocks: Nvidia, Tesla Slide; Meta Sells Off","Magnificent Seven Stocks: Nvidia, Tesla Slide; Meta Sells Off",DowJones,-0.8847401738166809,negative,0.8847401738166809
AMZN,Amazon.com Inc.,2025-01-08 17:45:54,"'Physical AI': An All-Robotics Portfolio Sleeve, Preparing For 'Thor'",Nvidia's CEO highlights robotics advancements at CES. Learn why our rankings of top robotics and AI stocks include both blue chips and small-cap growth stories.,SeekingAlpha,0.0,neutral,0.9224991798400879
AMZN,Amazon.com Inc.,2025-01-08 17:46:12,Amazon's $11 Billion Investment Targets Cloud Growth in Georgia,Amazon Sets $11 Billion Plan for Cloud and AI Development in Georgia,Yahoo,0.35674097537994387,positive,0.8918524384498596
AMZN,Amazon.com Inc.,2025-01-08 18:00:12,Amazon (AMZN) Upgraded to Strong Buy: Here's Why,"Amazon (AMZN) might move higher on growing optimism about its earnings prospects, which is reflected by its upgrade to a Zacks Rank #1 (Strong Buy).",Yahoo,0.5717382788658142,neutral,0.5410630702972412
AMZN,Amazon.com Inc.,2025-01-08 18:42:22,"Rigetti, IonQ stocks plunge after Nvidia CEO says 'useful' quantum computing is decades away","Rigetti Computing, IonQ, and other quantum stocks fell more than 40% after Nvidia CEO Jensen Huang told Wall Street analysts that “very useful quantum computers” are likely 20 years away.",Yahoo,-0.9601982235908508,negative,0.939987063407898
AMZN,Amazon.com Inc.,2025-01-08 18:55:00,"""Motley Fool Money"" 2025 Stock Market Preview","New year, new market? Motley Fool analysts preview what's in store for investors in 2025, the companies they're excited to watch and the businesses they're worried about.",Yahoo,0.0,neutral,0.878406822681427
AMZN,Amazon.com Inc.,2025-01-08 19:08:24,Amazon Warehouse Workers Plan February Vote on Union Representation,"Amazon.com (AMZN) workers at a warehouse near Raleigh, North Carolina, have been cleared by the Nati",Yahoo,-0.8364121913909912,negative,0.645412802696228
AMZN,Amazon.com Inc.,2025-01-08 19:16:35,"Cantor Fitzgerald Raises Amazon.com, Inc. (AMZN)’s Price Target to $270, Highlighting Strong AI Growth and Future Potential","We recently compiled a list of the 14 AI Stocks Making Waves on Wall Street. In this article, we are going to take a look at where Amazon.com, Inc. (NASDAQ:AMZN) stands against the other AI stocks. The Road to Superintelligence In a recent blog post, OpenAI CEO Sam Altman said that as OpenAI continues to advance […]",Yahoo,0.37727692127227785,positive,0.9431923031806946
AMZN,Amazon.com Inc.,2025-01-08 19:28:18,"Intel Partners with Amazon Cloud to Drive Next-Gen Smart Vehicle Tech, Wins Stellantis, Karma Auto As Clients","At CES 2025, Intel Corp (NASDAQ:INTC) showcased an expanded product portfolio and new partnerships to accelerate automakers’ transitions to electric and software-defined vehicles (SDVs). Intel now offers a whole-vehicle platform, including high-performance computing, discrete graphics, and artificial intelligence (AI), alongside the Intel Automotive Virtual Design Environment (VDE) co-developed with Amazon.Com Inc (NASDAQ:AMZN) Amazon Web Services (AWS). In 2024, AWS and Intel forged a multi-yea",Yahoo,0.7061763882637024,positive,0.6967418789863586
AMZN,Amazon.com Inc.,2025-01-08 20:00:17,Amazon AWS To Invest $11 Billion In Georgia To Boost AI And Cloud Infrastructure: 'Expect To Create More Than 550 Well-Paying Jobs',"On Tuesday, Amazon.com, Inc. (NASDAQ:AMZN) announced plans to invest $11 billion in Georgia through its cloud division, Amazon Web Services. What Happened: This investment aims to bolster infrastructure for cloud computing and artificial intelligence technologies. With the investment in Butts and Douglas counties, ""we expect to create more than 550 well-paying jobs,"" said Roger Wehner, vice president of economic development at AWS. Don't Miss: Deloitte's fastest-growing software company partners",Yahoo,0.9063281536102294,positive,0.9197207093238831
AMZN,Amazon.com Inc.,2025-01-08 20:48:00,Panama Canal CEO Says Meeting Trump’s Demands ‘Will Lead to Chaos’,The canal executive said China doesn’t control route and U.S. ships can’t get better rates than others.,Yahoo,-0.36808717250823975,negative,0.9202179312705994
AMZN,Amazon.com Inc.,2025-01-08 22:35:00,"Top Stock Reports for Amazon.com, Procter & Gamble and Sony","Today's Research Daily features new research reports on 16 major stocks, including Amazon.com, Inc. (AMZN), The Procter & Gamble Co. (PG) and Sony Group Corp. (SONY), as well as a micro-cap stock The Monarch Cement Co. (MCEM).",Yahoo,0.0,neutral,0.9332356452941895
AMZN,Amazon.com Inc.,2025-01-08 23:45:19,Here's Why Amazon (AMZN) Gained But Lagged the Market Today,"The latest trading day saw Amazon (AMZN) settling at $222.15, representing a +0.02% change from its previous close.",Yahoo,0.7576992750167847,positive,0.8119248151779175
AMZN,Amazon.com Inc.,2025-01-09 08:06:50,My Top 3 Picks For 2035,"Read here for an update on top stock picks for long-term portfolios: Amazon, Google, and Inter offer growth, strong moats, and attractive valuations for investors.",SeekingAlpha,0.4342643737792969,neutral,0.929789662361145
AMZN,Amazon.com Inc.,2025-01-09 08:15:00,"The Zacks Analyst Blog Amazon.com, The Procter & Gamble, Sony and The Monarch Cement","Amazon.com, The Procter & Gamble, Sony and The Monarch Cement are included in this Analyst Blog.",Yahoo,0.0,neutral,0.9488656520843506
AMZN,Amazon.com Inc.,2025-01-09 09:43:57,Amazon's Next Moonshot Is A Challenge To SpaceX' Starlink,"Amazonâs satellite broadband initiative, Project Kuiper, shows huge potential. Find out why AMZN stock could thrive with a projected $57B NPV by 2025.",SeekingAlpha,0.5182322859764099,neutral,0.8019915819168091
AMZN,Amazon.com Inc.,2025-01-09 10:00:00,"Dividend Harvesting Portfolio Week 201: $20,100 Allocated, $1,932.03 In Projected Dividends","Read here for an analysis of S&P 500 performance in 2024 and Dividend Harvesting Portfolio growth, setting goals for 2025 and sector focus.",SeekingAlpha,0.0,neutral,0.9196500182151794
AMZN,Amazon.com Inc.,2025-01-09 10:23:00,My Top 5 Warren Buffett Buys for 2025,"Warren Buffett is known for his investing success, generating market-beating returns over the long run.  As chairman, he's helped Berkshire Hathaway deliver a compounded annual gain of more than 19% over 58 years -- that's as the S&P 500 posted a compounded increase of about 10% during that period.  Buffett believes in buying quality stocks for a reasonable price and holding on for the long term, and this strategy has shown itself to be a winning one.",Yahoo,0.5020803451538086,neutral,0.9126821756362915
AMZN,Amazon.com Inc.,2025-01-09 10:34:00,3 Stocks to Buy for 2025 That Are Practically Money Machines,You won't find many companies that rake in greater sales than Amazon (NASDAQ: AMZN).  The e-commerce and cloud services giant generated revenue of roughly $620 billion over the last 12 months.  The consensus revenue estimate for Amazon in 2025 among analysts surveyed by LSEG is around $707 billion.,Yahoo,0.0,neutral,0.9388854503631592
AMZN,Amazon.com Inc.,2025-01-09 10:55:00,2 No-Brainer AI Stocks to Buy Right Now,"Here are two companies with excellent earnings growth prospects that can deliver attractive returns for years to come.  Advanced Micro Devices (NASDAQ: AMD) has seen tremendous sales growth for its advanced processors used in high-performance computing markets, such as data centers.  AMD is now generating more data center revenue than Intel, which shows a changing of the guard in the semiconductor industry.",Yahoo,0.5612506985664367,neutral,0.8551455140113831
AMZN,Amazon.com Inc.,2025-01-09 11:34:22,Amazon Bedrock Powers WPS AI to Enhance Office Software Productivity; Leading office software provider embeds AWS generative AI to enable advanced features,"Amazon Web Services, Inc. , an Amazon.com, Inc. company , today announced that WPS, the world's leading office software and service provider, has selected Amazon Bedrock, a service for building and...",Finnhub,0.7858852505683899,positive,0.7677693963050842
